Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Bird Box - Bar & Cafe,"Zen Building,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Chinese",4.3,112,1200
Barbeque Nation,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.3,524,1400
Cream Stone,"Bullet King Commercial Complex,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,14,400
Cafe Lilliput Bar & Restaurant,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.7,44,1000
T- Grill,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Mughlai,  Andhra",3.1,669,700
Cream Stone,"South India Shopping Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.5,32,400
Gudgudee - Tickle Your Tastebuds,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.3,100,1000
ABs - Absolute Barbecues,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.3,525,1200
Kumbakarnas Restaurant,"Tarnaka, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  South Indian,  Hyderabadi,  Andhra",4,5,600
Sri Santosh Family Dhaba,"Tarnaka, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese",2.9,4,600
Date - A Middle East Food Affair,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Lebanese,  Arabian",3.6,94,900
The Fort Club,"Ambiance Fort,Attapur, South Hyderabad", South Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian",3.7,3,500
The Glass Onion,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.2,205,1700
The Big Cup Theory,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental,  European",4.2,59,1000
Rotis,"Hardhick Crown,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  Mexican,  Oriental ",4.3,527,1200
Express By AB's,"Pammasani Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Barbecue",2.7,3,600
Hawte,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,17,400
Barbeque Nation,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Barbecue,  North Indian",4.2,375,1400
Punjabi Affair,"Oyster Uptown Building,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.9,56,800
The Coffee Cup,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Continental,  Fast Food,  Italian,  Coffee",4.3,122,700
Ankapur Village Hotel,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,Hyderabadi,4,82,1100
Over The Moon Brew Company,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Continental,  Asian",4.2,771,2500
Punjab Bistro,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai",4.2,74,1500
Taste of India,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",3.5,24,1000
Snort,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Italian,  Continental,  Multi-Cuisine",4.1,134,2000
Seasonal Tastes,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.2,193,2600
The Breezy Bistro,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",3.6,148,900
Taco Bell,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Mexican,  Tex Mex,  Tex Mex",4.4,21,500
Nag Restaurant and Banquets,"Alwal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Seafood",2.1,16,900
Coco Fit,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Juice,  Shakes",4,2,300
California Burrito,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Mexican,  Health Food",4.2,53,800
1989 Milkshakes,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Fast Food,  Pizza,  Desserts,  Shakes",5,5,600
The Joint Al Mandi,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Lebanese,  Arabian",4.5,107,500
Cream Town,"Malkajgiri, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",2.8,3,300
Makers Of Milkshakes,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Shakes,  Waffle",5,1,400
STR8UP,"Jaysudha Heights,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  Finger Food",3.8,185,1300
Heart Cup Coffee,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,107,1700
1989 Pizza & Thick Shakes,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Italian,  Desserts,  Shakes",4.5,11,600
Shree Santosh Family Dhaba,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.6,7,500
TGI Friday's,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Mexican,  American,  Tex Mex,  Tex Mex",4.1,429,3400
Tollgate,"Tollgate,Jeedimetla, Secunderabad", Secunderabad,Hyderabad,"North Indian,  South Indian,  Chinese",4.1,86,800
78 Degrees East,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Mughlai,  Hyderabadi",3.4,418,1000
T Grill Thali Time,"Hotel Deccan Serai,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai,  Seafood,  Oriental ",4,566,800
Bar One,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.2,10,1000
Stikstof Ice-cream Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Tea",3.9,71,500
Dhaba–Estd 1986 Delhi,"Western Pearl Building,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,North Indian,4.2,421,1200
Up Cup Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Continental,  Fast Food",5,1,600
Ohri's - Rubaiyat,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,545,1200
Bake Bar,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Bakery and Confectionary",5,3,400
Ulavacharu,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Seafood,  Andhra,  North Indian,  Chinese",3.9,333,1000
Eagles Pizza,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",4,70,600
Kazuza,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Fast Food,  Coffee,  Shakes",3.4,71,1000
Good Vibes Only Cafe,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental",4,7,1100
Maryada Ramanna,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"South Indian,  Biryani",4.3,87,800
DOF Cafe,"Prithvi Complex,Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Continental,  Oriental ",4,14,500
TMH-Flavours Of Taj Mahal Hotel,"L & T Metro Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese",4.3,102,1000
Barbeque Nation,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,"Barbecue,  North Indian",4.4,338,1400
NorFest - The Dhaba,"Apnaa Nukkad Drive In,Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,North Indian,3.7,76,1000
Kinara Grand,"Malkajgiri, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",3,2,800
Onesta,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Pizza",4.5,146,900
W Cafe By Wich Way,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Continental,  American,  Fast Food",4.2,127,800
Taco Bell,"L & T Metro Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Mexican,  Tex Mex",4.3,86,500
La La Land,"Cyber Edifice,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.1,367,1400
Brundavan Bar & Restaurant,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese",3.9,59,1200
Heart Cup Coffee,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,460,1400
Blue Fox,"Huda Techno Enclave,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.9,435,1000
Sandwich Eatery,"Kompally, Secunderabad", Secunderabad,Hyderabad,"Fast Food,  Shakes",4.2,26,500
Minerva Coffee Shop,"Huda Techno Enclave,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese",3.9,196,600
Wings N Pizza,"Suraram, Secunderabad", Secunderabad,Hyderabad,"Pizza,  Fast Food",3.5,7,300
Palamuru Grill,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Barbecue,  Andhra,  North Indian",4,143,900
Cloud dining,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.6,60,5000
Casbah,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,Mediterranean,4,75,3000
The Chocolate Room Co-working Cafe & Lounge,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Fast Food",4.2,62,1000
Punjabi Affair,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.4,7,800
The Lal Street - Bar Stock Exchange,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Finger Food,  Pizza",4.1,767,1600
Mamagoto,"Western Pearl Building,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",4.4,397,1500
Mid Land Bakers & Confectioners,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Bakery and Confectionary,  Chinese,  Desserts,  Fast Food",4,2,400
Kangan,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,North Indian,4.3,42,2500
Taste of Rajasthan,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Rajasthani,  North Indian",2.1,3,400
Teluguness,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Andhra,  Chinese",4.1,246,1000
Mainland China,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  Seafood",4.2,296,1700
Southern Spice,"Retro Drive In,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"South Indian,  Chinese",3.6,7,800
A'La Liberty,"Cyber Grub,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.2,957,1300
Spudato,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.9,72,1200
The Tilt Republic Bar,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  European",4.2,246,2000
Ala - The Rooftop,"Kompally, Secunderabad", Secunderabad,Hyderabad,North Indian,3.9,87,1600
Full Moon Multicuisine Restaurant,"Alwal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",4,44,700
Chaitanya Food Court,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Andhra,  Biryani,  Chinese,  Seafood",4.3,185,1100
Apsara Ice Creams,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Ice Cream,  Desserts",4.4,30,300
Barbeque Nation,"Kothaguda, West Hyderabad", West Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.4,171,1400
10 Downing Street,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental",4.4,353,2000
Tiki Shack,"Times Square,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Continental,  Finger Food",4.2,284,1300
Coco Fit,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Juice,  Shakes,  Ice Cream",2.7,3,300
Little Italy,"BK Towers,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Mexican",4.2,444,1800
Aromas@11SIX,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Mughlai",3.8,104,1200
SKYHY,"Sri Tirumala Towers,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.8,552,1700
Ninety Six,"Trident Hotel,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,Finger Food,4.4,11,2500
Nakshatra MutiCuisine Restaurant,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Biryani",3.7,136,700
Akshara Grand,"Vinayaka Plaza,Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.3,505,1000
7 sisters Hitex,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Japanese,  Asian",4.2,50,500
Chinese Bells,"MNR Complex,Nacharam, East Hyderabad", East Hyderabad,Hyderabad,"Chinese,  Seafood",2.6,8,700
Drunkyard,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Italian,  Continental",4,85,1500
London Bubble Co.,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Desserts,  Waffle",3.5,28,500
Karachi Cafe,"SBR Pearl,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental,  North Indian,  Chinese",4.1,8,600
Biryanis And More,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",4.1,126,600
Mexico's Chicken Poppers,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,Fast Food,4.3,6,500
Biryanis And More,"BK Towers,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",3.8,69,600
Almond House,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Mithai,  Desserts",4.7,8,500
Buffalo Wild Wings,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,American,4.1,201,1800
Bikanervala,"Western Pearl Building,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Street Food,  Desserts,  Mithai,  North Indian,  Chinese",4.2,398,1000
Tabla,"Hardhick Crown,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental,  Andhra",4.1,211,1100
Cream Chemistry,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,7,400
Milkshake House,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,Shakes,5,1,400
Spice It,"Ibis Hotel,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Italian,  Hyderabadi",3.4,25,1400
Haiku,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Asian,  Sushi",4.3,49,1500
Dine O China,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  Asian,  Seafood",4.3,338,1100
Sandwich Eatery,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.6,26,500
Harley's Fine Baking,"SPG Grand,Kompally, Secunderabad", Secunderabad,Hyderabad,"Continental,  Desserts,  Shakes",4.3,19,500
Groove 9,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental,  Fast Food",3.9,211,800
Tabla,"APHB Commercial Complex,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",4.2,195,900
Balaji Santosh Family Dhaba,"Neredimet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",3.8,10,600
Jonathan's Kitchen,"Fairfield by Marriott Hyderabad Gachibowli,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Japanese,  European",4.2,746,1800
Ming Ustad,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian",4.1,263,1100
Cafe Avail,"Indu Arcade,Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Continental,  Fast Food",4.3,31,500
Chinese Pavilion,"Venkata Sai Ganapathi's Gold,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  Seafood",4.4,165,1400
Raju Gari Vantillu,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Mughlai",3.1,3,1200
Glocal Junction,"Signature Towers,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Finger Food,  North Indian,  Italian,  Continental",4.1,474,1600
Paranthe Wali Gali,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,North Indian,5,1,600
Taco Bell,"DSL VIRTUE MALL,Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Mexican,  Tex Mex",3.4,8,500
Malnadu Kitchen - Telangana Cuisine,"Hoysala inn,Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Andhra,  South Indian",4.2,194,1800
Thinespo,"Kompally, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental",4.3,23,900
Grandiose,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Arabian",3.5,28,800
Vivaha Bhojanambu,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,South Indian,3.8,61,1000
Pind Balluchi,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,225,1000
Cream Stone,"Satyanarayana Arcade,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,31,400
Salaam Namaste,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Hyderabadi,  Andhra,  North Indian",4.1,132,800
Food Exchange,"Novotel Hyderabad Convention Centre,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Asian,  Health Food",3.9,98,2300
Hawte,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,23,400
The Old Madras Baking Company,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Bakery and Confectionary,  Desserts,  Fast Food,  Coffee",3.9,35,800
Belgian Waffle Factory,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Waffle",4.2,33,400
The Punjabis Swag,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.3,36,800
Foodies Flavoroso,"Jeedimetla, Secunderabad", Secunderabad,Hyderabad,Desserts,3.4,57,600
Mustang Terrace Lounge,"Satyanarayana Arcade,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Mexican,  North Indian,  Chinese",4.1,433,1700
Eagles Pizza,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.4,40,600
Milkshake Buffin,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Shakes,  Desserts",4.3,11,300
China Bistro,"Signature Towers,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  Asian,  Thai,  Japanese,  Sushi",4.3,230,2000
Eagles Pizza,"Saroor Nagar West, East Hyderabad", East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.6,34,600
Makers Of Milkshakes,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Shakes,  Waffle",4.1,10,400
Pondy Parottas,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  South Indian",3.9,93,600
Indulge Ice Cream,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Ice Cream,  Desserts",4,1,300
Palamuru Grill,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Andhra,  North Indian",4.1,171,900
Hotel Swagath Grand,"Medchal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Biryani",1,2,900
Tasty Village Multicuisine Restuarant,"Alwal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  South Indian",3.3,10,500
Frat House,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Finger Food,3.6,47,2200
Sky Garden Rooftop Cafe,"Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Continental",3.8,130,1000
Hotel Mayukha Multicuisine Family Restaurant & Banquet Hall,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",3.9,95,1000
Aaha Emi Ruchi,"Saroor Nagar West, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese",4.5,58,600
Coco Fit,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Juice,  Shakes",5,4,300
Chemistry Family Bar,"Sreshta Platinum,Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai",3.8,146,1800
